"UWV beroep code";"Omschrijving";"Code Bovenliggend Referentie Beroep";"Omschrijving Bovenliggend Referentie Beroep"
"1000427202";"projectontwikkelaar bouw";"1000403214";"Bouwkundig projectontwikkelaar"
"1000427203";"projectontwikkelaar woningbouw";"1000403214";"Bouwkundig projectontwikkelaar"
"1000403205";"aannemer bouw";"1000403204";"Bedrijfsleider / ondernemer bouw- en aannemersbedrijf"
"1000403207";"bedrijfsleider bouw- en aannemersbedrijf";"1000403204";"Bedrijfsleider / ondernemer bouw- en aannemersbedrijf"
"1000403208";"bedrijfsleider bouwbedrijf";"1000403204";"Bedrijfsleider / ondernemer bouw- en aannemersbedrijf"
"1000403209";"bouwkundige (bedrijfsleider/ondernemer bouw- en aannemersbedrijf)";"1000403204";"Bedrijfsleider / ondernemer bouw- en aannemersbedrijf"
"1000403211";"ondernemer bouw- en aannemersbedrijf";"1000403204";"Bedrijfsleider / ondernemer bouw- en aannemersbedrijf"
"1000403212";"ondernemer bouwbedrijf";"1000403204";"Bedrijfsleider / ondernemer bouw- en aannemersbedrijf"
"1000427273";"bedrijfsleider bouw";"1000403204";"Bedrijfsleider / ondernemer bouw- en aannemersbedrijf"
"1000403202";"bouwkundige (kopersbegeleider bouw)";"1000403200";"Kopersbegeleider bouw"
"1000424859";"bouwbegeleider";"1000403200";"Kopersbegeleider bouw"
"1000403201";"service coördinator werktuigbouw";"1000403199";"Werkvoorbereider werktuigbouw"
"1000403203";"technische planner werktuigbouw";"1000403199";"Werkvoorbereider werktuigbouw"
"1000425590";"werkvoorbereider verspaning";"1000403199";"Werkvoorbereider werktuigbouw"
"1000425591";"werkvoorbereider werktuigbouwkunde";"1000403199";"Werkvoorbereider werktuigbouw"
"1000425592";"werkvoorbereider werktuigbouwkundige installaties";"1000403199";"Werkvoorbereider werktuigbouw"
"1000425593";"werkvoorbereider wtb";"1000403199";"Werkvoorbereider werktuigbouw"
"1000425921";"technisch werkvoorbereider staalconstructies";"1000403199";"Werkvoorbereider werktuigbouw"
"1000425922";"werktuigbouwkundig werkvoorbereider";"1000403199";"Werkvoorbereider werktuigbouw"
"1000425923";"werkvoorbereider aluminium constructiewerk";"1000403199";"Werkvoorbereider werktuigbouw"
"1000425924";"werkvoorbereider apparatenbouw";"1000403199";"Werkvoorbereider werktuigbouw"
"1000425925";"werkvoorbereider landbouwmechanisatie";"1000403199";"Werkvoorbereider werktuigbouw"
"1000425926";"werkvoorbereider machinebouw";"1000403199";"Werkvoorbereider werktuigbouw"
"1000425927";"werkvoorbereider mechanical";"1000403199";"Werkvoorbereider werktuigbouw"
"1000425928";"werkvoorbereider mechatronica";"1000403199";"Werkvoorbereider werktuigbouw"
"1000425929";"werkvoorbereider metaal";"1000403199";"Werkvoorbereider werktuigbouw"
"1000425930";"werkvoorbereider plaatbewerking";"1000403199";"Werkvoorbereider werktuigbouw"
"1000425931";"werkvoorbereider pompen";"1000403199";"Werkvoorbereider werktuigbouw"
"1000425932";"werkvoorbereider staalconstructies";"1000403199";"Werkvoorbereider werktuigbouw"
"1000425933";"werkvoorbereider tuinbouwmachines";"1000403199";"Werkvoorbereider werktuigbouw"
"1000426676";"werkvoorbereider scheepsbouw";"1000403199";"Werkvoorbereider werktuigbouw"
"1000403196";"bouwkundige (werkvoorbereider/calculator bouw)";"1000403193";"Werkvoorbereider / calculator bouw"
"1000418350";"werkvoorbereider / calculator sloopwerken";"1000403193";"Werkvoorbereider / calculator bouw"
"1000418351";"werkvoorbereider / calculator asbestsanering";"1000403193";"Werkvoorbereider / calculator bouw"
"1000418352";"werkvoorbereider / calculator bodemsanering";"1000403193";"Werkvoorbereider / calculator bouw"
"1000419311";"middenkaderfunctionaris smart building";"1000403193";"Werkvoorbereider / calculator bouw"
"1000425248";"calculator / werkvoorbereider schildersbedrijf";"1000403193";"Werkvoorbereider / calculator bouw"
"1000425249";"calculator / werkvoorbereider vastgoedonderhoud";"1000403193";"Werkvoorbereider / calculator bouw"
"1000425250";"werkvoorbereider / calculator restauratie";"1000403193";"Werkvoorbereider / calculator bouw"
"1000426657";"werkvoorbereider / calculator afbouw";"1000403193";"Werkvoorbereider / calculator bouw"
"1000426946";"calculator / werkvoorbereider afbouw";"1000403193";"Werkvoorbereider / calculator bouw"
"1000426972";"bouwkundig calculator / werkvoorbereider";"1000403193";"Werkvoorbereider / calculator bouw"
"1000427169";"werkvoorbereider / calculator houtskeletbouw";"1000403193";"Werkvoorbereider / calculator bouw"
"1000427177";"calculator / werkvoorbereider staalbouw";"1000403193";"Werkvoorbereider / calculator bouw"
"1000427180";"calculator / werkvoorbereider bouwkunde";"1000403193";"Werkvoorbereider / calculator bouw"
"1000427181";"calculator / werkvoorbereider kleinbouw";"1000403193";"Werkvoorbereider / calculator bouw"
"1000427240";"werkvoorbereider / calculator interieurbouw";"1000403193";"Werkvoorbereider / calculator bouw"
"1000427256";"calculator / werkvoorbereider bouwprojecten";"1000403193";"Werkvoorbereider / calculator bouw"
"1000427322";"werkvoorbereider / calculator kassenbouw";"1000403193";"Werkvoorbereider / calculator bouw"
"1000427326";"calculator / werkvoorbereider nieuwbouw";"1000403193";"Werkvoorbereider / calculator bouw"
"1000403192";"junior-werkvoorbereider elektrotechniek";"1000403191";"Werkvoorbereider elektrotechniek"
"1000403194";"service coördinator elektrotechniek";"1000403191";"Werkvoorbereider elektrotechniek"
"1000403195";"technische planner elektrotechniek";"1000403191";"Werkvoorbereider elektrotechniek"
"1000403197";"werkvoorbereider elektronica";"1000403191";"Werkvoorbereider elektrotechniek"
"1000403198";"werkvoorbereider meet- en regeltechniek";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425886";"maintenance werkvoorbereider e&i";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425887";"telecom werkvoorbereider";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425888";"werkvoorbereider besturingstechniek";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425889";"werkvoorbereider beveiligingstechniek";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425890";"werkvoorbereider bliksembeveiliging";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425891";"werkvoorbereider brandbeveiliging";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425892";"werkvoorbereider brandmeld en beveiligingsinstallaties";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425893";"werkvoorbereider brandmeldinstallaties";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425894";"werkvoorbereider brandmeldinstallaties en ontruimingsalarminstallaties";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425895";"werkvoorbereider / calculator elektrotechniek";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425896";"werkvoorbereider e";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425897";"werkvoorbereider e beveiligingssystemen";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425898";"werkvoorbereider e en i";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425899";"werkvoorbereider e installatietechniek";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425900";"werkvoorbereider e projecten";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425901";"werkvoorbereider e utiliteit";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425902";"werkvoorbereider e&i";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425903";"werkvoorbereider e-installaties";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425904";"werkvoorbereider elektra";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425905";"werkvoorbereider ftth";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425906";"werkvoorbereider gebouwautomatisering";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425907";"werkvoorbereider glasvezel";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425908";"werkvoorbereider hoogspanning";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425909";"werkvoorbereider industriële automatisering";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425910";"werkvoorbereider liften";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425911";"werkvoorbereider meet en regeltechniek";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425912";"werkvoorbereider midden en hoogspanning";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425913";"werkvoorbereider middenspanning";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425914";"werkvoorbereider ondergrondse infra / elektra";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425915";"werkvoorbereider openbare verlichting";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425916";"werkvoorbereider paneelbouw";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425917";"werkvoorbereider telecom";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425918";"werkvoorbereider verkeersregelinstallaties";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425919";"werkvoorbereider verkeerstechniek";"1000403191";"Werkvoorbereider elektrotechniek"
"1000425920";"werkvoorbereider zonnepanelen";"1000403191";"Werkvoorbereider elektrotechniek"
"1195";"bedrijfsleider straal- en schildersbedrijf";"1000403183";"Bedrijfsleider / ondernemer schildersbedrijf"
"1000403184";"aannemer schildersbedrijf";"1000403183";"Bedrijfsleider / ondernemer schildersbedrijf"
"1000403187";"bedrijfsleider schildersbedrijf";"1000403183";"Bedrijfsleider / ondernemer schildersbedrijf"
"1000403189";"ondernemer schildersbedrijf";"1000403183";"Bedrijfsleider / ondernemer schildersbedrijf"
"1000403174";"begrotingscalculator werktuigbouw";"1000403172";"Calculator werktuigbouw"
"1000403178";"cost-engineer werktuigbouw";"1000403172";"Calculator werktuigbouw"
"1000403181";"technisch calculator werktuigbouw";"1000403172";"Calculator werktuigbouw"
"1000403182";"hoofd calculator werktuigbouw";"1000403172";"Calculator werktuigbouw"
"1000425232";"calculator machinebouw";"1000403172";"Calculator werktuigbouw"
"1000425233";"calculator w";"1000403172";"Calculator werktuigbouw"
"1000425234";"calculator w installaties";"1000403172";"Calculator werktuigbouw"
"1000425235";"calculator werktuigbouwkunde";"1000403172";"Calculator werktuigbouw"
"1000425236";"calculator werktuigkunde";"1000403172";"Calculator werktuigbouw"
"1000425237";"calculator w-installaties";"1000403172";"Calculator werktuigbouw"
"1000425238";"calculator wtb";"1000403172";"Calculator werktuigbouw"
"1000425239";"kostprijsdeskundige calculator transportleidingen";"1000403172";"Calculator werktuigbouw"
"1000403170";"bedrijfsleider voegbedrijf";"1000403167";"Bedrijfsleider / ondernemer voegbedrijf"
"1000403173";"bedrijfsleider voeg- en gevelrenovatiebedrijf";"1000403167";"Bedrijfsleider / ondernemer voegbedrijf"
"1000403175";"bedrijfsleider voeg- en uithakbedrijf";"1000403167";"Bedrijfsleider / ondernemer voegbedrijf"
"1000403176";"ondernemer voegbedrijf";"1000403167";"Bedrijfsleider / ondernemer voegbedrijf"
"1000403177";"ondernemer voeg- en gevelrenovatiebedrijf";"1000403167";"Bedrijfsleider / ondernemer voegbedrijf"
"1000403180";"ondernemer voeg- en uithakbedrijf";"1000403167";"Bedrijfsleider / ondernemer voegbedrijf"
"1000000283";"aannemer steigerbedrijf";"1000403160";"Bedrijfsleider / ondernemer steigerbouwbedrijf"
"1000403165";"bedrijfsleider steigerbouwbedrijf";"1000403160";"Bedrijfsleider / ondernemer steigerbouwbedrijf"
"1000403166";"ondernemer steigerbouwbedrijf";"1000403160";"Bedrijfsleider / ondernemer steigerbouwbedrijf"
"1000403161";"begrotingscalculator elektrotechniek";"1000403158";"Calculator elektrotechniek"
"1000403163";"calculator meet- en regeltechniek";"1000403158";"Calculator elektrotechniek"
"1000403164";"cost-engineer elektrotechniek";"1000403158";"Calculator elektrotechniek"
"1000403168";"hoofd begrotingscalculatie elektrotechniek";"1000403158";"Calculator elektrotechniek"
"1000403171";"technisch calculator elektrotechniek";"1000403158";"Calculator elektrotechniek"
"1000423735";"calculator e";"1000403158";"Calculator elektrotechniek"
"1000423736";"calculator e-installaties";"1000403158";"Calculator elektrotechniek"
"1000423737";"calculator elektra";"1000403158";"Calculator elektrotechniek"
"1000423738";"calculator elektrotechniek utiliteit";"1000403158";"Calculator elektrotechniek"
"1000423739";"calculator elektrotechniek woningbouw";"1000403158";"Calculator elektrotechniek"
"1000423740";"calculator elektrotechnische installaties";"1000403158";"Calculator elektrotechniek"
"1000423741";"calculator gebouwautomatisering installaties";"1000403158";"Calculator elektrotechniek"
"30017";"bedrijfsleider straalbedrijf";"1000403151";"Bedrijfsleider / ondernemer straalbedrijf"
"1000403154";"manager straalbedrijf";"1000403151";"Bedrijfsleider / ondernemer straalbedrijf"
"1000403156";"ondernemer straalbedrijf";"1000403151";"Bedrijfsleider / ondernemer straalbedrijf"
"1000403149";"aannemer metselbedrijf";"1000403146";"Bedrijfsleider / ondernemer metselbedrijf"
"1000403152";"bedrijfsleider/ondernemer kalkzandsteen-lijmbedrijf";"1000403146";"Bedrijfsleider / ondernemer metselbedrijf"
"1000403155";"bedrijfsleider kalkzandsteen-lijmbedrijf";"1000403146";"Bedrijfsleider / ondernemer metselbedrijf"
"1000403157";"bedrijfsleider metselbedrijf";"1000403146";"Bedrijfsleider / ondernemer metselbedrijf"
"1000403159";"ondernemer metselbedrijf";"1000403146";"Bedrijfsleider / ondernemer metselbedrijf"
"1000403162";"ondernemer kalkzandsteen-lijmbedrijf";"1000403146";"Bedrijfsleider / ondernemer metselbedrijf"
"1000403140";"aannemer timmerbedrijf";"1000403138";"Bedrijfsleider / ondernemer timmerbedrijf"
"1000403142";"bedrijfsleider timmerbedrijf";"1000403138";"Bedrijfsleider / ondernemer timmerbedrijf"
"1000403144";"ondernemer timmerbedrijf";"1000403138";"Bedrijfsleider / ondernemer timmerbedrijf"
"15044";"gritstraler mobiel";"1000403129";"Straler"
"1000403145";"constructiestraler";"1000403129";"Straler"
"1000403150";"staalstraler";"1000403129";"Straler"
"1000403131";"bedrijfsleider dakbedekkingsbedrijf";"1000403128";"Bedrijfsleider / ondernemer dakbedekkingsbedrijf"
"1000403132";"ondernemer dakbedekkingsbedrijf";"1000403128";"Bedrijfsleider / ondernemer dakbedekkingsbedrijf"
"12492";"stedenbouwkundige";"1000403123";"Stedenbouwkundig adviseur"
"1000403126";"stedenbouwkundig ingenieur (adviseur)";"1000403123";"Stedenbouwkundig adviseur"
"9887";"telematicamonteur installatie en onderhoud";"1000403115";"Monteur telematica"
"1000403121";"datacommunicatie installatietechnicus";"1000403115";"Monteur telematica"
"1000419430";"technicus data";"1000403115";"Monteur telematica"
"7826";"manager ingenieursbureau bouw";"1000403113";"Manager bouw- en civieltechnisch ingenieursbureau"
"7827";"manager ingenieursbureau waterbouw";"1000403113";"Manager bouw- en civieltechnisch ingenieursbureau"
"7828";"manager ingenieursbureau weg- en waterbouw";"1000403113";"Manager bouw- en civieltechnisch ingenieursbureau"
"7829";"manager ingenieursbureau wegenbouw";"1000403113";"Manager bouw- en civieltechnisch ingenieursbureau"
"1000403114";"bouwkundige (manager bouw- en civieltechnisch ingenieursbureau)";"1000403113";"Manager bouw- en civieltechnisch ingenieursbureau"
"1000403116";"bouwkundig ingenieur (manager bouw- en civieltechnisch ingenieursbureau)";"1000403113";"Manager bouw- en civieltechnisch ingenieursbureau"
"1000413538";"bim manager";"1000403113";"Manager bouw- en civieltechnisch ingenieursbureau"
"692";"assistent-monteur telecommunicatie-apparatuur (fabricage)";"1000403104";"Monteur telecommunicatie"
"9866";"elektromonteur telecommunicatie (installatie en onderhoud)";"1000403104";"Monteur telecommunicatie"
"9877";"monteur storingsdienst (telefoon)";"1000403104";"Monteur telecommunicatie"
"9880";"storingsmonteur telefoondienst";"1000403104";"Monteur telecommunicatie"
"9881";"storingzoeker telefoondienst";"1000403104";"Monteur telecommunicatie"
"9884";"telefooninstallateur";"1000403104";"Monteur telecommunicatie"
"9885";"telefoonmonteur (installatie en onderhoud)";"1000403104";"Monteur telecommunicatie"
"9888";"telexmonteur (installatie en onderhoud)";"1000403104";"Monteur telecommunicatie"
"358119";"monteur isdn/cai (installatie)";"1000403104";"Monteur telecommunicatie"
"1000403105";"elektronicamonteur telecommunicatieapparatuur (telefooncentrales)";"1000403104";"Monteur telecommunicatie"
"1000403106";"onderhoudsmonteur telecominstallaties (telefooncentrales)";"1000403104";"Monteur telecommunicatie"
"1000403107";"elektromonteur telecommunicatie (telefooncentrales)";"1000403104";"Monteur telecommunicatie"
"1000403109";"hoofd elektromonteur telecommunicatie (telefooncentrales)";"1000403104";"Monteur telecommunicatie"
"1000403110";"monteur adsl/isdn";"1000403104";"Monteur telecommunicatie"
"1000403111";"monteur telefooncentrales";"1000403104";"Monteur telecommunicatie"
"1000423783";"2e monteur datatechniek";"1000403104";"Monteur telecommunicatie"
"1000423784";"assistent datamonteur";"1000403104";"Monteur telecommunicatie"
"1000423785";"datamonteur";"1000403104";"Monteur telecommunicatie"
"1000423786";"data-telecom monteur";"1000403104";"Monteur telecommunicatie"
"1000423787";"monteur data-installaties";"1000403104";"Monteur telecommunicatie"
"1000423788";"monteur datanetwerken";"1000403104";"Monteur telecommunicatie"
"1000423789";"coax monteur";"1000403104";"Monteur telecommunicatie"
"1000423790";"cai monteur";"1000403104";"Monteur telecommunicatie"
"1000423791";"monteur coax";"1000403104";"Monteur telecommunicatie"
"1000423792";"monteur telecom";"1000403104";"Monteur telecommunicatie"
"1000423793";"monteur triple play";"1000403104";"Monteur telecommunicatie"
"1000423794";"telecom monteur";"1000403104";"Monteur telecommunicatie"
"1000403096";"bedrijfsleider schoorsteenveegbedrijf";"1000403093";"Bedrijfsleider / ondernemer schoorsteenveegbedrijf"
"1000403099";"ondernemer schoorsteenveegbedrijf";"1000403093";"Bedrijfsleider / ondernemer schoorsteenveegbedrijf"
"9634";"blokkenlijmer";"1000403089";"Kalkzandsteenlijmer / blokkensteller"
"9635";"blokkensteller";"1000403089";"Kalkzandsteenlijmer / blokkensteller"
"9639";"gibosteller";"1000403089";"Kalkzandsteenlijmer / blokkensteller"
"1000403095";"durox/gibosteller";"1000403089";"Kalkzandsteenlijmer / blokkensteller"
"1000403098";"gibobouwer";"1000403089";"Kalkzandsteenlijmer / blokkensteller"
"1000403100";"kalkzandsteen blokkensteller";"1000403089";"Kalkzandsteenlijmer / blokkensteller"
"1000403102";"kalkzandsteenverlijmer";"1000403089";"Kalkzandsteenlijmer / blokkensteller"
"1000403124";"lijmer/blokkensteller";"1000403089";"Kalkzandsteenlijmer / blokkensteller"
"1000403127";"lijmer kalkzandsteenblokken";"1000403089";"Kalkzandsteenlijmer / blokkensteller"
"1000426683";"gipsblokkenbouwer";"1000403089";"Kalkzandsteenlijmer / blokkensteller"
"9865";"elektromonteur radarapparatuur";"1000403083";"Monteur communicatiesystemen scheepvaart"
"9869";"elektronicamonteur radarapparatuur";"1000403083";"Monteur communicatiesystemen scheepvaart"
"9883";"technisch specialist navigatieapparatuur";"1000403083";"Monteur communicatiesystemen scheepvaart"
"1000403088";"elektromonteur (communicatiesystemen scheepvaart)";"1000403083";"Monteur communicatiesystemen scheepvaart"
"1000403091";"elektromonteur zendapparatuur (scheepvaart)";"1000403083";"Monteur communicatiesystemen scheepvaart"
"1000403094";"elektronicamonteur signaalapparatuur (scheepvaart)";"1000403083";"Monteur communicatiesystemen scheepvaart"
"1000403097";"elektronicamonteur zendapparatuur (scheepvaart)";"1000403083";"Monteur communicatiesystemen scheepvaart"
"1000403101";"servicemonteur communicatiesystemen scheepvaart";"1000403083";"Monteur communicatiesystemen scheepvaart"
"1000403084";"allround gevelreiniger";"1000403081";"Voorman gevelreiniger"
"1000417956";"voorvrouw gevelreiniger";"1000403081";"Voorman gevelreiniger"
"1000418279";"eerste medewerker gevelreiniging";"1000403081";"Voorman gevelreiniger"
"7233";"hoofd constructeur bouwkunde";"1000403069";"Hoofd constructeur-ontwerper bouwkunde"
"1000403071";"bouwkundig hoofd constructeur-ontwerper";"1000403069";"Hoofd constructeur-ontwerper bouwkunde"
"1000403073";"bouwkundige (hoofd constructeur-ontwerper bouwkunde)";"1000403069";"Hoofd constructeur-ontwerper bouwkunde"
"1000403074";"bouwkundig ingenieur (hoofd constructeur-ontwerper bouwkunde)";"1000403069";"Hoofd constructeur-ontwerper bouwkunde"
"1000403112";"ontwerpleider bouwkunde";"1000403069";"Hoofd constructeur-ontwerper bouwkunde"
"1000403661";"hoofd tekenkamer bouwkunde";"1000403069";"Hoofd constructeur-ontwerper bouwkunde"
"1000419460";"middenkaderfunctionaris verkeer en stedenbouw";"1000403068";"Stedenbouwkundig ontwerper"
"1000417963";"voorvrouw jachtbouw (metaal)";"1000403066";"Voorman jachtbouw (metaal)"
"1000418298";"eerste medewerker jachtbouw (metaal)";"1000403066";"Voorman jachtbouw (metaal)"
"1000417962";"voorvrouw jachtbouw (kunststof)";"1000403065";"Voorman jachtbouw (kunststof)"
"1000418283";"eerste medewerker jachtbouw (kunststof)";"1000403065";"Voorman jachtbouw (kunststof)"
"12660";"hulpmonteur systeembouw";"1000403060";"Wand- en plafondmonteur"
"12661";"monteur plafonds";"1000403060";"Wand- en plafondmonteur"
"14607";"gipswandensteller";"1000403060";"Wand- en plafondmonteur"
"14608";"monteur systeemwanden";"1000403060";"Wand- en plafondmonteur"
"1000403063";"monteur systeembouw";"1000403060";"Wand- en plafondmonteur"
"1000403067";"plafonneur";"1000403060";"Wand- en plafondmonteur"
"1000403076";"plafondmonteur";"1000403060";"Wand- en plafondmonteur"
"1000403080";"systeemplafondmonteur";"1000403060";"Wand- en plafondmonteur"
"1000403082";"wandensteller";"1000403060";"Wand- en plafondmonteur"
"1000418797";"plafond- en wandmonteur";"1000403060";"Wand- en plafondmonteur"
"1000424194";"eerste monteur systeemwanden";"1000403060";"Wand- en plafondmonteur"
"1000424195";"hulpmonteur systeemwanden";"1000403060";"Wand- en plafondmonteur"
"1000424196";"leidinggevend monteur syteemwanden";"1000403060";"Wand- en plafondmonteur"
"1000424197";"metal stud monteur";"1000403060";"Wand- en plafondmonteur"
"1000424198";"monteur metal stud";"1000403060";"Wand- en plafondmonteur"
"1000424199";"monteur plafond- en wandsystemen";"1000403060";"Wand- en plafondmonteur"
"1000424200";"monteur systeemplafonds";"1000403060";"Wand- en plafondmonteur"
"1000424201";"monteur systeemwanden en plafonds";"1000403060";"Wand- en plafondmonteur"
"1000424202";"systeemplafond monteur";"1000403060";"Wand- en plafondmonteur"
"1000424203";"systeemwanden monteur";"1000403060";"Wand- en plafondmonteur"
"1000426673";"monteur afbouw";"1000403060";"Wand- en plafondmonteur"
"1000427190";"afbouwmonteur";"1000403060";"Wand- en plafondmonteur"
"6573";"isolatiewerker bouw";"1000403055";"Isoleerder bouw"
"6581";"thermisch isoleerder";"1000403055";"Isoleerder bouw"
"350501";"asbestbekleder isolatie";"1000403055";"Isoleerder bouw"
"1000403057";"isoleerder spouwen";"1000403055";"Isoleerder bouw"
"1000417479";"isolatiemonteur";"1000403055";"Isoleerder bouw"
"1000419410";"opmeter technische isolatie";"1000403055";"Isoleerder bouw"
"1000424189";"assistent isolatiemonteur";"1000403055";"Isoleerder bouw"
"1000424190";"monteur dakisolatie";"1000403055";"Isoleerder bouw"
"1000424191";"monteur isolatietechniek";"1000403055";"Isoleerder bouw"
"1000424192";"spouwmuur isolatiemonteur";"1000403055";"Isoleerder bouw"
"1000424193";"vloer isolatiemonteur";"1000403055";"Isoleerder bouw"
"1000427317";"bouwmedeweker isolatie";"1000403055";"Isoleerder bouw"
"1000427318";"isolatiemonteur woningbouw";"1000403055";"Isoleerder bouw"
"11844";"elektricien schepen (montage, reparatie elektrische installaties, apparatuur, kabels)";"1000403052";"Scheepselektromonteur"
"1000403053";"elektromonteur scheepsbouw";"1000403052";"Scheepselektromonteur"
"1000403054";"scheepselektricien";"1000403052";"Scheepselektromonteur"
"1000403059";"assistent scheepselektricien/ elektronicamonteur";"1000403052";"Scheepselektromonteur"
"1000403061";"scheepselektronicus";"1000403052";"Scheepselektromonteur"
"1000403062";"senior scheepselektricien/elektronicamonteur";"1000403052";"Scheepselektromonteur"
"1000424186";"elektromonteur jachtenbouw";"1000403052";"Scheepselektromonteur"
"1000424187";"allround monteur jachtbouw";"1000403052";"Scheepselektromonteur"
"1000424188";"scheepsmonteur";"1000403052";"Scheepselektromonteur"
"1000403049";"schoonmaker operatiekamers (o.k.)";"1000403045";"Schoonmaker cleanrooms"
"1000424120";"cleanroom schoonmaker";"1000403045";"Schoonmaker cleanrooms"
"1000424121";"industrieel schoonmaker cleanroom";"1000403045";"Schoonmaker cleanrooms"
"300013";"schoonmaker treinen (interieur)";"1000403029";"Schoonmaker (interieur autobus, trein, vliegtuig)"
"1000403035";"schoonmaker autobussen (interieur)";"1000403029";"Schoonmaker (interieur autobus, trein, vliegtuig)"
"1000403041";"schoonmaker vliegtuigen (interieur)";"1000403029";"Schoonmaker (interieur autobus, trein, vliegtuig)"
"1000403037";"assistent in opleiding (aio) communicatie";"1000403028";"Wetenschappelijk onderzoeker communicatie"
"1000403040";"onderzoeker in opleiding (oio) communicatie";"1000403028";"Wetenschappelijk onderzoeker communicatie"
"1000403043";"wetenschappelijk onderzoeker publiciteit";"1000403028";"Wetenschappelijk onderzoeker communicatie"
"1000413680";"promovendus communicatie";"1000403028";"Wetenschappelijk onderzoeker communicatie"
"1000403032";"botenbouwer (metaal)";"1000403027";"Jachtbouwer (metaal)"
"1000403033";"ijzerwerker jachtbouw";"1000403027";"Jachtbouwer (metaal)"
"1000403038";"ijzerwerker jachtreparatie";"1000403027";"Jachtbouwer (metaal)"
"1000403042";"montage-ijzerwerker jachtbouw";"1000403027";"Jachtbouwer (metaal)"
"1000403044";"monteur jachtbouw";"1000403027";"Jachtbouwer (metaal)"
"1000403046";"samenbouwer jachtbouw";"1000403027";"Jachtbouwer (metaal)"
"1000403047";"samensteller jachtbouw";"1000403027";"Jachtbouwer (metaal)"
"1000427217";"monteur luxe jachtbouw";"1000403027";"Jachtbouwer (metaal)"
"1000427232";"cascobouwer jachtbouw (metaal)";"1000403027";"Jachtbouwer (metaal)"
"1000427252";"metaalbewerker jachtbouw";"1000403027";"Jachtbouwer (metaal)"
"1000403031";"betonbouwkundig opzichter";"1000403022";"Inspecteur betononderhoud"
"1000403036";"betononderhoudsdeskundige";"1000403022";"Inspecteur betononderhoud"
"6236";"adviseur burgerlijke en utiliteitsbouw (b&u)";"1000403013";"Bouwkundig adviseur"
"6238";"restauratie-adviseur bouw";"1000403013";"Bouwkundig adviseur"
"1000403056";"bouwkundige (bouwkundig adviseur)";"1000403013";"Bouwkundig adviseur"
"1000403058";"bouwkundig ingenieur (adviseur)";"1000403013";"Bouwkundig adviseur"
"1000412236";"bouwplantoetser";"1000403013";"Bouwkundig adviseur"
"1000426631";"bouwkostenadviseur";"1000403013";"Bouwkundig adviseur"
"1000427189";"adviseur bouwkunde";"1000403013";"Bouwkundig adviseur"
"1000427226";"bouwkundig adviseur vastgoed";"1000403013";"Bouwkundig adviseur"
"1000427259";"bouwkundig commercieel adviseur";"1000403013";"Bouwkundig adviseur"
"11929";"schoonmaker brand- en roetreiniging";"1000403009";"Schoonmaker (calamiteiten)"
"1000403014";"schoonmaker salvage";"1000403009";"Schoonmaker (calamiteiten)"
"1000403021";"schoonmaker inboedelreiniging (calamiteiten)";"1000403009";"Schoonmaker (calamiteiten)"
"1000425471";"schoonmaakmedewerker calamiteiten";"1000403009";"Schoonmaker (calamiteiten)"
"1000403018";"wetenschappelijk onderzoeker verkeerskunde";"1000403007";"Wetenschappelijk onderzoeker verkeers- en vervoerskunde"
"1000403019";"assistent in opleiding (aio) verkeers en vervoerskunde";"1000403007";"Wetenschappelijk onderzoeker verkeers- en vervoerskunde"
"1000403024";"onderzoeker in opleiding (oio) verkeers en vervoerskunde";"1000403007";"Wetenschappelijk onderzoeker verkeers- en vervoerskunde"
